00000315	04082023	093245
00000273	04082023	092724
00000444	04082023	091057
00000370	04082023	090141
00000266	04082023	080838
00000675	04082023	080648
00000637	04082023	080641
00000305	04082023	085254
00000276	04082023	080552
00000589	04082023	083721
00000596	04082023	083701
00000284	04082023	083555
00000318	04082023	080307
00000113	04082023	082854
00000275	04082023	082642
00000363	04082023	080247
00000577	04082023	080245
00000655	04082023	080239
00000446	04082023	081944
00000538	04082023	081512
00000605	04082023	081123
00000296	04082023	081012
00000560	04082023	080056
00000306	04082023	080013
00000294	04082023	070903
00000231	04082023	075903
00000231	04082023	075901
00000557	04082023	075822
00000232	04082023	075816
00000232	04082023	075813
00000225	04082023	075811
00000430	04082023	075613
00000618	04082023	075515
00000312	04082023	075207
00000312	04082023	075210
00000321	04082023	075111
00000228	04082023	075059
00000604	04082023	075030
00000365	04082023	074708
00000620	04082023	074635
00000620	04082023	074632
00000625	04082023	074535
00000347	04082023	073656
00000433	04082023	073645
00000588	04082023	070141
00000634	04082023	070103
00000338	04082023	070058
00000190	04082023	065350
00000588	04082023	064802
00000191	04082023	064026
00000675	04082023	030812
00000628	04082023	140932
00000454	04082023	140926
00000607	04082023	140749
00000607	04082023	140748
00000558	04082023	140745
00000158	04082023	140659
00000639	04082023	140549
00000639	04082023	140548
00000267	04082023	140545
00000468	04082023	140542
00000401	04082023	140540
00000476	04082023	140537
00000448	04082023	140535
00000632	04082023	140531
00000248	04082023	140524
00000131	04082023	140447
00000131	04082023	140446
00000149	04082023	140439
00000239	04082023	140424
00000478	04082023	140423
00000586	04082023	140421
00000594	04082023	140419
00000572	04082023	140418
00000304	04082023	140417
00000578	04082023	140416
00000257	04082023	140414
00000254	04082023	140410
00000647	04082023	140309
00000243	04082023	140306
00000511	04082023	140344
00000438	04082023	140336
00000492	04082023	140334
00000521	04082023	140318
00000571	04082023	140315
00000627	04082023	140218
00000283	04082023	141918
00000160	04082023	141707
00000220	04082023	141250
00000527	04082023	141232
00000168	04082023	141117
00000508	04082023	141046
00000411	04082023	140145
00000410	04082023	140130
00000567	04082023	140114
00000590	04082023	140047
00000398	04082023	140045
00000398	04082023	140043
00000541	04082023	140004
00000473	04082023	140039
00000533	04082023	140030
00000412	04082023	140028
00000447	04082023	140025
00000471	04082023	140024
00000176	04082023	140021
00000176	04082023	140021
00000137	04082023	140002
00000576	04082023	140018
00000635	04082023	140015
00000601	04082023	140011
00000506	04082023	140000
00000531	04082023	135907
00000268	04082023	135957
00000265	04082023	135954
00000546	04082023	135950
00000409	04082023	135905
00000464	04082023	135902
00000409	04082023	135902
00000526	04082023	135916
00000205	04082023	135913
00000403	04082023	135910
00000178	04082023	135809
00000380	04082023	135859
00000427	04082023	135858
00000380	04082023	135848
00000318	04082023	135846
00000207	04082023	135843
00000636	04082023	135839
00000636	04082023	135838
00000570	04082023	135835
00000475	04082023	135816
00000475	04082023	135815
00000407	04082023	135800
00000562	04082023	135758
00000532	04082023	135756
00000661	04082023	135754
00000633	04082023	135752
00000677	04082023	135750
00000480	04082023	135705
00000656	04082023	135745
00000522	04082023	135738
00000382	04082023	135736
00000497	04082023	135733
00000608	04082023	135730
00000500	04082023	135726
00000498	04082023	135723
00000453	04082023	135653
00000422	04082023	135651
00000392	04082023	135639
00000350	04082023	135634
00000350	04082023	135632
00000486	04082023	135600
00000400	04082023	135600
00000400	04082023	135556
00000556	04082023	135553
00000184	04082023	135550
00000459	04082023	135545
00000553	04082023	135542
00000181	04082023	135504
00000186	04082023	135537
00000186	04082023	135533
00000520	04082023	135532
00000595	04082023	135529
00000568	04082023	135521
00000544	04082023	135519
00000544	04082023	135517
00000574	04082023	135406
00000432	04082023	135452
00000461	04082023	135447
00000549	04082023	135432
00000496	04082023	135403
00000317	04082023	135416
00000514	04082023	135413
00000317	04082023	135411
00000669	04082023	135316
00000395	04082023	135254
00000408	04082023	135250
00000566	04082023	135247
00000391	04082023	135244
00000394	04082023	135240
00000530	04082023	135231
00000204	04082023	135228
00000390	04082023	135224
00000675	04082023	135219
00000378	04082023	135215
00000575	04082023	135106
00000361	04082023	135157
00000494	04082023	135105
00000648	04082023	135147
00000505	04082023	135136
00000494	04082023	135103
00000487	04082023	135128
00000467	04082023	135009
00000263	04082023	135055
00000252	04082023	135038
00000252	04082023	135035
00000393	04082023	135035
00000545	04082023	135002
00000206	04082023	135013
00000310	04082023	134949
00000309	04082023	134947
00000458	04082023	134809
00000523	04082023	134805
00000484	04082023	134831
00000367	04082023	134816
00000481	04082023	134812
00000481	04082023	134811
00000418	04082023	134753
00000141	04082023	134733
00000264	04082023	134615
00000151	04082023	134550
00000517	04082023	134325
00000542	04082023	134244
00000537	04082023	134028
00000436	04082023	132959
00000416	04082023	132830
00000122	04082023	132537
00000128	04082023	120013
00000675	04082023	110055
00000128	04082023	103728
